PatientID,Species,Age_years,Analyte,Unit,IDEXX,MS200V,AbsoluteDiff,PercentBias
P085,Canine,12.0,CHOL,mmol/L,5.5167,6.23,0.7133000000000003,12.929831239690396
P086,Canine,6.0,CHOL,mmol/L,5.439,5.76,0.3209999999999997,5.901820187534469
P087,Canine,7.0,CHOL,mmol/L,3.5742,3.66,0.0858000000000003,2.400537183145888
P088,Canine,10.0,CHOL,mmol/L,6.2419,7.12,0.8780999999999999,14.06783191015556
P089,Canine,6.0,CHOL,mmol/L,5.439,6.03,0.5910000000000002,10.865968008825156
P090,Canine,8.0,CHOL,mmol/L,5.3613,6.21,0.8487,15.830115830115831
P091,Canine,2.0,CHOL,mmol/L,4.0145,4.73,0.7155000000000005,17.822892016440413
P092,Canine,15.0,CHOL,mmol/L,4.6361,5.22,0.5838999999999999,12.594637734302536
P093,Canine,4.0,CHOL,mmol/L,3.7555,3.97,0.2145000000000001,5.711622953002267
P094,Canine,15.0,CHOL,mmol/L,5.0246,5.94,0.9154,18.21836564104605
P095,Canine,,CHOL,mmol/L,7.0966,7.79,0.6934000000000005,9.770876194233866
P096,Canine,,CHOL,mmol/L,5.8016,6.45,0.6484000000000005,11.176227247655827
P097,Canine,,CHOL,mmol/L,4.5843,5.42,0.8357000000000001,18.229609755033486
P098,Canine,12.0,CHOL,mmol/L,4.3512,5.17,0.8187999999999995,18.817797389225948
P099,Canine,,CHOL,mmol/L,7.6664,7.72,0.0535999999999994,0.6991547532087997
P100,Canine,9.0,CHOL,mmol/L,3.9109,4.42,0.5091000000000001,13.0174640108415
P101,Canine,5.0,CHOL,mmol/L,4.6361,5.58,0.9439000000000002,20.359785164254443
P102,Canine,15.0,CHOL,mmol/L,3.4188,4.62,1.2012,35.13513513513514
P103,Canine,,CHOL,mmol/L,3.4706,4.94,1.4694000000000005,42.33850054745577
P104,Canine,,CHOL,mmol/L,4.4548,4.41,-0.0447999999999995,-1.005656819610297
P105,Canine,,CHOL,mmol/L,5.8534,5.18,-0.6734,-11.504424778761065
P106,Canine,,CHOL,mmol/L,5.8016,5.81,0.0083999999999999,0.1447876447876441
P107,Canine,,CHOL,mmol/L,4.1699,4.37,0.2000999999999999,4.798676227247654
P108,Canine,,CHOL,mmol/L,5.8793,6.08,0.2007000000000003,3.413671695610028
P109,Canine,,CHOL,mmol/L,3.9368,3.91,-0.0267999999999997,-0.6807559439138313
P110,Canine,,CHOL,mmol/L,6.1383,6.77,0.6316999999999995,10.29112294935079
P111,Canine,,CHOL,mmol/L,9.1427,9.58,0.4373000000000004,4.783050958688357
P112,Canine,,CHOL,mmol/L,4.2735,4.35,0.0764999999999993,1.7901017901017748
P113,Canine,,CHOL,mmol/L,5.1282,5.19,0.0618000000000007,1.2051012051012195
P114,Feline,13.0,CHOL,mmol/L,7.3038,8.281784,0.9779840000000002,13.39007092198582
P115,Canine,9.0,CHOL,mmol/L,5.5944,7.010094,1.4156939999999991,25.305555555555543
P116,Canine,7.0,CHOL,mmol/L,3.3411,3.775443,0.4343430000000001,13.000000000000004
P117,Canine,4.0,CHOL,mmol/L,5.6203,7.35042,1.7301199999999994,30.78341013824884
P118,Canine,2.0,CHOL,mmol/L,3.7814,4.326077,0.5446769999999996,14.404109589041086
P115,Canine,9.0,CHOL,mmol/L,6.4491,8.502193,2.0530930000000005,31.83534136546185
P119,Canine,16.0,CHOL,mmol/L,4.5325,5.888365,1.3558650000000003,29.914285714285725
P120,Canine,12.0,CHOL,mmol/L,7.1225,8.201753,1.0792530000000005,15.15272727272728
P121,Canine,1.0,CHOL,mmol/L,5.2836,6.058528,0.7749280000000001,14.66666666666667
P122,Canine,11.0,CHOL,mmol/L,7.0966,8.231797,1.135197000000001,15.996350364963511
P123,Canine,13.0,CHOL,mmol/L,5.1541,6.198906,1.0448060000000003,20.271356783919607
P124,Feline,4.0,CHOL,mmol/L,3.108,3.575236,0.4672359999999997,15.033333333333326
P115,Canine,9.0,CHOL,mmol/L,5.4649,6.659408,1.194508,21.85781990521327
P123,Canine,13.0,CHOL,mmol/L,4.3253,7.861168,3.535868,81.74850299401196
P125,Canine,6.0,CHOL,mmol/L,6.5786,7.641018,1.062418,16.1496062992126
P126,Canine,8.0,CHOL,mmol/L,5.9052,6.609421,0.7042210000000004,11.925438596491237
P123,Canine,13.0,CHOL,mmol/L,5.2318,6.689452,1.4576520000000004,27.86138613861387
P119,Canine,16.0,CHOL,mmol/L,6.3714,8.421903,2.050503,32.18292682926829
P127,Feline,15.0,CHOL,mmol/L,3.626,4.857027,1.2310270000000003,33.95000000000002
P128,Canine,15.0,CHOL,mmol/L,4.9469,6.799786,1.852886,37.45549738219895
P123,Canine,13.0,CHOL,mmol/L,6.8635,8.842519,1.9790189999999992,28.83396226415093
P119,Canine,16.0,CHOL,mmol/L,3.7814,5.237498,1.4560980000000003,38.5068493150685
P126,Canine,8.0,CHOL,mmol/L,4.6879,6.048686,1.360786,29.02762430939227
P125,Canine,6.0,CHOL,mmol/L,7.3297,8.632211,1.302511,17.770318021201415
P120,Canine,12.0,CHOL,mmol/L,9.8161,9.914261,0.0981609999999992,0.9999999999999926
P129,Canine,10.0,CHOL,mmol/L,3.3411,3.765342,0.424242,12.69767441860465
P130,Feline,10.0,CHOL,mmol/L,2.331,3.194506,0.8635060000000001,37.04444444444445
P131,Canine,3.0,CHOL,mmol/L,3.7555,4.716649,0.9611490000000004,25.593103448275865
P117,Canine,4.0,CHOL,mmol/L,6.1124,8.231797,2.119397,34.67372881355932
P118,Canine,2.0,CHOL,mmol/L,7.2002,7.911414,0.711214,9.87769784172662
P118,Canine,2.0,CHOL,mmol/L,7.0707,7.911414,0.8407139999999993,11.89010989010988
P118,Canine,2.0,CHOL,mmol/L,6.8376,8.481991,1.6443910000000006,24.04924242424244
P118,Canine,2.0,CHOL,mmol/L,6.2937,7.851326,1.557626,24.748971193415635
P123,Canine,13.0,CHOL,mmol/L,3.9886,4.736851,0.7482509999999998,18.75974025974025
P122,Canine,11.0,CHOL,mmol/L,4.3512,5.567982,1.2167819999999994,27.964285714285698
P132,Feline,9.0,CHOL,mmol/L,3.1857,3.955707,0.7700069999999997,24.17073170731706
P114,Feline,13.0,CHOL,mmol/L,2.5123,3.134418,0.622118,24.76288659793814
P123,Canine,13.0,CHOL,mmol/L,6.9412,8.222473,1.2812730000000006,18.458955223880604
