PatientID,Species,Age_years,Analyte,Unit,IDEXX,MS200V,AbsoluteDiff,PercentBias
P048,Feline,,ALP,U/L,37.0,30.5,-6.5,-17.56756756756757
P049,Feline,2.0,ALP,U/L,36.0,33.8,-2.200000000000003,-6.11111111111112
P050,Feline,2.0,ALP,U/L,101.0,93.7,-7.299999999999997,-7.227722772277224
P051,Feline,,ALP,U/L,103.0,90.5,-12.5,-12.135922330097088
P052,Feline,,ALP,U/L,29.0,25.8,-3.2,-11.034482758620689
P053,Feline,,ALP,U/L,47.0,40.8,-6.200000000000003,-13.191489361702132
P054,Feline,,ALP,U/L,40.0,35.6,-4.399999999999999,-10.999999999999996
P055,Feline,,ALP,U/L,51.0,45.2,-5.799999999999997,-11.372549019607838
P056,Feline,,ALP,U/L,53.0,53.7,0.7000000000000028,1.3207547169811376
P057,Feline,,ALP,U/L,40.0,25.4,-14.6,-36.50000000000001
P058,Feline,,ALP,U/L,112.0,121.0,9.0,8.035714285714286
P059,Feline,,ALP,U/L,251.0,205.2,-45.80000000000001,-18.24701195219124
P060,Feline,,ALP,U/L,235.0,259.9,24.899999999999977,10.595744680851055
P061,Canine,9.0,ALP,U/L,107.0,90.3,-16.700000000000003,-15.607476635514022
P062,Canine,2.0,ALP,U/L,52.0,41.9,-10.1,-19.423076923076927
P063,Canine,10.0,ALP,U/L,66.0,67.2,1.2000000000000028,1.8181818181818223
P064,Canine,6.0,ALP,U/L,32.0,31.0,-1.0,-3.125
P065,Canine,0.8,ALP,U/L,78.0,72.6,-5.400000000000006,-6.9230769230769305
P066,Canine,12.0,ALP,U/L,119.0,101.7,-17.299999999999997,-14.537815126050418
P067,Canine,2.0,ALP,U/L,39.0,36.6,-2.3999999999999986,-6.15384615384615
P068,Canine,2.0,ALP,U/L,56.0,58.2,2.200000000000003,3.928571428571433
P069,Canine,9.0,ALP,U/L,39.0,32.3,-6.700000000000003,-17.17948717948719
P070,Canine,3.0,ALP,U/L,51.0,43.8,-7.200000000000003,-14.117647058823534
P071,Canine,12.0,ALP,U/L,32.0,26.7,-5.300000000000001,-16.562500000000004
P072,Canine,6.0,ALP,U/L,329.0,343.1,14.100000000000025,4.285714285714293
P073,Canine,10.0,ALP,U/L,100.0,84.1,-15.900000000000006,-15.900000000000006
P074,Canine,11.0,ALP,U/L,197.0,169.5,-27.5,-13.959390862944163
P075,Canine,0.7,ALP,U/L,107.0,95.1,-11.900000000000006,-11.12149532710281
P076,Canine,,ALP,U/L,275.0,311.5,36.5,13.272727272727272
P077,Canine,,ALP,U/L,149.0,198.9,49.900000000000006,33.48993288590604
P078,Canine,5.0,ALP,U/L,36.0,22.7,-13.3,-36.94444444444444
P079,Canine,2.0,ALP,U/L,70.0,55.6,-14.4,-20.57142857142857
P080,Canine,11.0,ALP,U/L,410.0,453.6,43.60000000000002,10.63414634146342
P081,Canine,6.0,ALP,U/L,180.0,156.4,-23.599999999999994,-13.111111111111107
P083,Canine,2.0,ALP,U/L,82.0,65.9,-16.099999999999994,-19.634146341463406
P084,Canine,2.0,ALP,U/L,29.0,29.0,0.0,0.0
P085,Canine,12.0,ALP,U/L,93.0,75.0,-18.0,-19.35483870967742
P086,Canine,6.0,ALP,U/L,34.0,34.4,0.3999999999999986,1.17647058823529
P087,Canine,7.0,ALP,U/L,52.0,48.8,-3.200000000000003,-6.153846153846159
P088,Canine,10.0,ALP,U/L,166.0,172.9,6.900000000000006,4.1566265060241
P089,Canine,6.0,ALP,U/L,116.0,107.7,-8.299999999999997,-7.155172413793101
P090,Canine,8.0,ALP,U/L,97.0,87.3,-9.700000000000005,-10.000000000000004
P091,Canine,2.0,ALP,U/L,207.0,210.9,3.9000000000000057,1.884057971014496
P092,Canine,15.0,ALP,U/L,62.0,60.5,-1.5,-2.419354838709677
P093,Canine,4.0,ALP,U/L,45.0,37.6,-7.399999999999999,-16.444444444444443
P094,Canine,15.0,ALP,U/L,80.0,66.7,-13.299999999999995,-16.624999999999996
P095,Canine,,ALP,U/L,65.0,63.1,-1.8999999999999984,-2.923076923076921
P096,Canine,,ALP,U/L,51.0,49.4,-1.6000000000000014,-3.137254901960787
P097,Canine,,ALP,U/L,80.0,82.1,2.0999999999999943,2.624999999999993
P098,Canine,12.0,ALP,U/L,67.0,55.0,-12.0,-17.91044776119403
P099,Canine,,ALP,U/L,50.0,54.1,4.100000000000001,8.200000000000003
P100,Canine,9.0,ALP,U/L,21.0,23.6,2.6000000000000014,12.380952380952388
P101,Canine,5.0,ALP,U/L,532.0,463.0,-69.0,-12.969924812030076
P102,Canine,15.0,ALP,U/L,99.0,100.0,1.0,1.0101010101010102
P103,Canine,,ALP,U/L,257.0,258.0,1.0,0.3891050583657587
P104,Canine,,ALP,U/L,73.0,54.3,-18.700000000000003,-25.61643835616439
P105,Canine,,ALP,U/L,19.0,21.4,2.3999999999999986,12.631578947368412
P106,Canine,,ALP,U/L,90.0,50.6,-39.4,-43.77777777777778
P107,Canine,,ALP,U/L,192.0,159.1,-32.900000000000006,-17.13541666666667
P108,Canine,,ALP,U/L,30.0,22.3,-7.699999999999999,-25.666666666666664
P109,Canine,,ALP,U/L,57.0,41.2,-15.799999999999995,-27.71929824561404
P110,Canine,,ALP,U/L,15.0,21.8,6.800000000000001,45.333333333333336
P111,Canine,,ALP,U/L,308.0,300.0,-8.0,-2.5974025974025974
P112,Canine,,ALP,U/L,257.0,247.6,-9.400000000000006,-3.6575875486381344
P113,Canine,,ALP,U/L,348.0,369.2,21.19999999999999,6.091954022988502
