PatientID,Species,Age_years,Analyte,Unit,IDEXX,MS200V,AbsoluteDiff,PercentBias
P101,Canine,5.0,TP,g/L,72.0,74.1,2.0999999999999943,2.9166666666666585
P102,Canine,15.0,TP,g/L,52.0,52.4,0.3999999999999986,0.7692307692307665
P103,Canine,,TP,g/L,53.0,54.9,1.8999999999999984,3.5849056603773555
P104,Canine,,TP,g/L,59.0,61.4,2.3999999999999986,4.06779661016949
P105,Canine,,TP,g/L,65.0,66.0,1.0,1.5384615384615383
P106,Canine,,TP,g/L,77.0,68.1,-8.900000000000006,-11.558441558441569
P107,Canine,,TP,g/L,56.0,53.3,-2.700000000000003,-4.8214285714285765
P108,Canine,,TP,g/L,65.0,61.4,-3.6000000000000014,-5.538461538461541
P109,Canine,,TP,g/L,67.0,64.1,-2.9000000000000057,-4.328358208955232
P110,Canine,,TP,g/L,67.0,71.9,4.900000000000006,7.313432835820905
P111,Canine,,TP,g/L,82.0,84.0,2.0,2.4390243902439024
P112,Canine,,TP,g/L,54.0,51.6,-2.3999999999999986,-4.444444444444442
P113,Canine,,TP,g/L,67.0,69.4,2.4000000000000057,3.5820895522388145
P114,Feline,13.0,TP,g/L,80.0,74.0,-6.0,-7.5
P115,Canine,9.0,TP,g/L,65.0,58.0,-7.0,-10.76923076923077
P116,Canine,7.0,TP,g/L,69.0,65.0,-4.0,-5.797101449275362
P121,Canine,1.0,TP,g/L,59.0,65.0,6.0,10.16949152542373
P117,Canine,4.0,TP,g/L,67.0,79.0,12.0,17.91044776119403
P118,Canine,2.0,TP,g/L,69.0,70.0,1.0,1.4492753623188406
P115,Canine,9.0,TP,g/L,70.0,72.0,2.0,2.857142857142857
P119,Canine,16.0,TP,g/L,70.0,72.0,2.0,2.857142857142857
P120,Canine,12.0,TP,g/L,78.0,80.0,2.0,2.564102564102564
P121,Canine,1.0,TP,g/L,67.0,61.0,-6.0,-8.955223880597014
P122,Canine,11.0,TP,g/L,78.0,79.0,1.0,1.282051282051282
P121,Canine,1.0,TP,g/L,61.0,64.0,3.0,4.918032786885246
P123,Canine,13.0,TP,g/L,78.0,75.0,-3.0,-3.8461538461538463
P124,Feline,4.0,TP,g/L,85.0,80.0,-5.0,-5.88235294117647
P115,Canine,9.0,TP,g/L,73.0,65.0,-8.0,-10.95890410958904
P125,Canine,6.0,TP,g/L,69.0,63.0,-6.0,-8.695652173913043
P126,Canine,8.0,TP,g/L,68.0,66.0,-2.0,-2.941176470588235
P123,Canine,13.0,TP,g/L,70.0,74.0,4.0,5.714285714285714
P121,Canine,1.0,TP,g/L,63.0,69.0,6.0,9.523809523809524
P119,Canine,16.0,TP,g/L,59.0,70.0,11.0,18.64406779661017
P127,Feline,15.0,TP,g/L,82.0,80.0,-2.0,-2.4390243902439024
P128,Canine,15.0,TP,g/L,65.0,72.0,7.0,10.76923076923077
P123,Canine,13.0,TP,g/L,72.0,84.0,12.0,16.666666666666664
P119,Canine,16.0,TP,g/L,62.0,67.0,5.0,8.064516129032258
P126,Canine,8.0,TP,g/L,61.0,62.0,1.0,1.639344262295082
P116,Canine,7.0,TP,g/L,73.0,73.0,0.0,0.0
P125,Canine,6.0,TP,g/L,71.0,74.0,3.0,4.225352112676056
P120,Canine,12.0,TP,g/L,70.0,100.0,30.0,42.85714285714285
P129,Canine,10.0,TP,g/L,60.0,61.0,1.0,1.6666666666666667
P130,Feline,10.0,TP,g/L,88.0,94.0,6.0,6.8181818181818175
P131,Canine,3.0,TP,g/L,64.0,64.0,0.0,0.0
P117,Canine,4.0,TP,g/L,69.0,74.0,5.0,7.246376811594203
P118,Canine,2.0,TP,g/L,71.0,66.0,-5.0,-7.042253521126761
P118,Canine,2.0,TP,g/L,66.0,61.0,-5.0,-7.575757575757576
P118,Canine,2.0,TP,g/L,72.0,64.0,-8.0,-11.11111111111111
P118,Canine,2.0,TP,g/L,71.0,71.0,0.0,0.0
P129,Canine,10.0,TP,g/L,70.0,68.0,-2.0,-2.857142857142857
P123,Canine,13.0,TP,g/L,77.0,77.0,0.0,0.0
P122,Canine,11.0,TP,g/L,80.0,76.0,-4.0,-5.0
P132,Feline,9.0,TP,g/L,82.0,85.0,3.0,3.658536585365853
P114,Feline,13.0,TP,g/L,90.0,82.0,-8.0,-8.88888888888889
P123,Canine,13.0,TP,g/L,76.0,89.0,13.0,17.105263157894736
