PatientID,Species,Age_years,Analyte,Unit,IDEXX,MS200V,AbsoluteDiff,PercentBias
P036,Feline,,GLU,mmol/L,5.328,5.9,0.5720000000000001,10.735735735735735
P037,Feline,,GLU,mmol/L,5.328,5.62,0.2919999999999998,5.480480480480477
P038,Feline,,GLU,mmol/L,5.217,4.99,-0.2269999999999994,-4.351159670308595
P039,Feline,,GLU,mmol/L,4.995,5.16,0.165,3.303303303303304
P040,Feline,7.0,GLU,mmol/L,5.55,6.17,0.6200000000000001,11.171171171171174
P041,Feline,3.0,GLU,mmol/L,4.4955,4.97,0.4744999999999999,10.554999443888333
P042,Feline,2.0,GLU,mmol/L,4.9395,4.0,-0.9394999999999998,-19.020143739244865
P043,Feline,,GLU,mmol/L,2.775,2.44,-0.3349999999999999,-12.072072072072071
P044,Feline,5.0,GLU,mmol/L,0.777,0.91,0.133,17.117117117117118
P045,Feline,2.0,GLU,mmol/L,5.9385,5.68,-0.2585000000000006,-4.352951081923054
P046,Feline,,GLU,mmol/L,4.995,5.14,0.1449999999999995,2.9029029029028943
P047,Feline,2.0,GLU,mmol/L,2.6085,2.65,0.0415,1.5909526547824455
P048,Feline,,GLU,mmol/L,4.995,5.06,0.0649999999999995,1.3013013013012915
P049,Feline,2.0,GLU,mmol/L,5.217,5.58,0.3630000000000004,6.958021851638882
P050,Feline,2.0,GLU,mmol/L,5.328,5.42,0.0919999999999996,1.7267267267267197
P051,Feline,,GLU,mmol/L,1.554,1.6,0.046,2.9601029601029625
P052,Feline,,GLU,mmol/L,5.8275,6.09,0.2625000000000002,4.504504504504507
P053,Feline,,GLU,mmol/L,4.995,5.59,0.5949999999999998,11.911911911911908
P054,Feline,,GLU,mmol/L,4.884,5.42,0.5359999999999996,10.974610974610965
P055,Feline,,GLU,mmol/L,3.6075,4.02,0.4124999999999996,11.434511434511425
P056,Feline,,GLU,mmol/L,6.3825,7.02,0.6374999999999993,9.988249118683887
P057,Feline,,GLU,mmol/L,5.106,4.75,-0.3559999999999998,-6.972189580885231
P058,Feline,,GLU,mmol/L,9.8235,10.99,1.166500000000001,11.874586450857649
P059,Feline,,GLU,mmol/L,4.4955,4.56,0.0644999999999997,1.434768101434763
P060,Feline,,GLU,mmol/L,15.651,16.34,0.6890000000000001,4.402274615040573
P061,Canine,9.0,GLU,mmol/L,5.217,5.42,0.2030000000000003,3.891125167720919
P062,Canine,2.0,GLU,mmol/L,5.1615,5.78,0.6185,11.982950692628112
P063,Canine,10.0,GLU,mmol/L,5.883,6.34,0.4569999999999998,7.768145503994559
P064,Canine,6.0,GLU,mmol/L,6.2715,6.35,0.0785,1.2516941720481547
P065,Canine,0.8,GLU,mmol/L,6.216,6.78,0.5640000000000001,9.073359073359075
P066,Canine,12.0,GLU,mmol/L,5.661,5.87,0.2090000000000005,3.6919272213389953
P067,Canine,2.0,GLU,mmol/L,5.4945,6.32,0.8254999999999999,15.02411502411502
P068,Canine,2.0,GLU,mmol/L,6.66,7.89,1.2299999999999995,18.468468468468465
P069,Canine,9.0,GLU,mmol/L,5.328,5.68,0.3519999999999994,6.606606606606595
P070,Canine,3.0,GLU,mmol/L,5.8275,6.29,0.4625000000000003,7.936507936507943
P071,Canine,12.0,GLU,mmol/L,5.0505,5.45,0.3994999999999997,7.910107910107904
P072,Canine,6.0,GLU,mmol/L,5.106,5.12,0.0140000000000002,0.2741872307089744
P073,Canine,10.0,GLU,mmol/L,5.2725,6.11,0.8375000000000004,15.884305357989575
P074,Canine,11.0,GLU,mmol/L,5.9385,6.47,0.5314999999999994,8.950071566893987
P075,Canine,0.7,GLU,mmol/L,6.3825,6.43,0.0474999999999994,0.7442224833529092
P076,Canine,,GLU,mmol/L,10.101,10.76,0.6589999999999989,6.524106524106513
P077,Canine,,GLU,mmol/L,15.0405,14.61,-0.4305000000000003,-2.862271865961905
P078,Canine,5.0,GLU,mmol/L,5.2725,5.24,-0.0324999999999997,-0.6164058795637696
P079,Canine,2.0,GLU,mmol/L,5.7165,6.25,0.5335000000000001,9.332633604478266
P080,Canine,11.0,GLU,mmol/L,5.883,6.23,0.3470000000000004,5.898351181370056
P081,Canine,6.0,GLU,mmol/L,4.8285,5.72,0.8914999999999997,18.46329087708397
P082,Canine,16.0,GLU,mmol/L,5.661,6.66,0.9990000000000006,17.647058823529424
P083,Canine,2.0,GLU,mmol/L,5.439,5.43,-0.0090000000000003,-0.1654715940430288
P084,Canine,2.0,GLU,mmol/L,4.4955,4.79,0.2945000000000002,6.550995439884335
P085,Canine,12.0,GLU,mmol/L,5.4945,5.77,0.2754999999999992,5.014105014104999
P086,Canine,6.0,GLU,mmol/L,3.8295,3.74,-0.0894999999999996,-2.337119728424068
P087,Canine,7.0,GLU,mmol/L,3.885,3.98,0.0950000000000002,2.4453024453024503
P088,Canine,10.0,GLU,mmol/L,3.2745,3.69,0.4154999999999997,12.688960146587258
P089,Canine,6.0,GLU,mmol/L,4.2735,4.33,0.0564999999999997,1.3221013221013167
P090,Canine,8.0,GLU,mmol/L,3.9405,4.34,0.3994999999999997,10.138307321405907
P091,Canine,2.0,GLU,mmol/L,3.996,4.01,0.0139999999999997,0.3503503503503451
P092,Canine,15.0,GLU,mmol/L,7.548,6.82,-0.7279999999999998,-9.64493905670376
P093,Canine,4.0,GLU,mmol/L,5.1615,5.13,-0.0315000000000003,-0.6102877070619065
P094,Canine,15.0,GLU,mmol/L,6.771,6.21,-0.5609999999999999,-8.285334514842711
P095,Canine,,GLU,mmol/L,5.328,4.1,-1.2280000000000006,-23.04804804804806
P096,Canine,,GLU,mmol/L,6.9375,7.16,0.2225000000000001,3.207207207207209
P097,Canine,,GLU,mmol/L,6.216,5.52,-0.6960000000000006,-11.196911196911206
P098,Canine,12.0,GLU,mmol/L,5.9385,5.84,-0.0985000000000004,-1.6586680138082086
P099,Canine,,GLU,mmol/L,6.1605,6.04,-0.1204999999999998,-1.9560100641181688
P100,Canine,9.0,GLU,mmol/L,8.2695,7.79,-0.4795000000000007,-5.798415865529968
P101,Canine,5.0,GLU,mmol/L,4.6065,5.18,0.5735000000000001,12.449799196787152
P102,Canine,15.0,GLU,mmol/L,4.8285,5.25,0.4215,8.72941907424666
P103,Canine,,GLU,mmol/L,5.328,5.78,0.4519999999999999,8.483483483483482
P104,Canine,,GLU,mmol/L,5.328,5.48,0.1520000000000001,2.8528528528528554
P105,Canine,,GLU,mmol/L,5.883,5.11,-0.7729999999999997,-13.139554648988604
P106,Canine,,GLU,mmol/L,5.439,5.69,0.2510000000000003,4.6148189005331925
P107,Canine,,GLU,mmol/L,3.7185,3.93,0.2115,5.687777329568375
P108,Canine,,GLU,mmol/L,4.662,5.0,0.3380000000000001,7.250107250107252
P109,Canine,,GLU,mmol/L,5.7165,5.98,0.2635000000000005,4.6094638327648125
P110,Canine,,GLU,mmol/L,5.55,5.96,0.4100000000000001,7.38738738738739
P111,Canine,,GLU,mmol/L,3.441,3.6,0.1590000000000002,4.620749782040113
P112,Canine,,GLU,mmol/L,10.7115,10.72,0.0085000000000015,0.0793539653643421
P113,Canine,,GLU,mmol/L,5.661,6.02,0.359,6.34163575340046
P114,Feline,13.0,GLU,mmol/L,7.8255,8.85225,1.0267499999999998,13.12056737588652
P115,Canine,9.0,GLU,mmol/L,5.328,6.084465,0.7564649999999995,14.197916666666655
P116,Canine,7.0,GLU,mmol/L,6.105,5.864685,-0.2403150000000007,-3.936363636363648
P121,Canine,1.0,GLU,mmol/L,6.105,7.083465,0.978465,16.027272727272727
P117,Canine,4.0,GLU,mmol/L,5.661,6.494055,0.8330550000000008,14.715686274509816
P118,Canine,2.0,GLU,mmol/L,6.0495,6.194355,0.1448549999999997,2.3944954128440323
P115,Canine,9.0,GLU,mmol/L,5.55,6.534015,0.9840150000000004,17.730000000000008
P119,Canine,16.0,GLU,mmol/L,6.549,7.373175,0.8241749999999994,12.584745762711854
P120,Canine,12.0,GLU,mmol/L,6.105,6.993555,0.8885549999999993,14.554545454545442
P121,Canine,1.0,GLU,mmol/L,5.0505,5.614935,0.5644349999999996,11.175824175824166
P122,Canine,11.0,GLU,mmol/L,5.439,6.194355,0.7553549999999998,13.88775510204081
P121,Canine,1.0,GLU,mmol/L,6.438,7.602945,1.1649450000000003,18.0948275862069
P123,Canine,13.0,GLU,mmol/L,6.1605,6.593955,0.4334550000000003,7.036036036036042
P124,Feline,4.0,GLU,mmol/L,8.0475,8.43267,0.3851700000000004,4.78620689655173
P115,Canine,9.0,GLU,mmol/L,5.7165,5.964585,0.2480849999999996,4.3398058252427125
P123,Canine,13.0,GLU,mmol/L,5.994,6.164385,0.1703850000000004,2.842592592592601
P125,Canine,6.0,GLU,mmol/L,5.0505,6.144405,1.0939049999999997,21.659340659340646
P126,Canine,8.0,GLU,mmol/L,5.994,6.444105,0.4501050000000006,7.509259259259269
P123,Canine,13.0,GLU,mmol/L,6.66,7.283265,0.623265,9.358333333333333
P121,Canine,1.0,GLU,mmol/L,6.993,8.082465,1.0894649999999988,15.579365079365065
P119,Canine,16.0,GLU,mmol/L,30.636,24.27792,-6.3580799999999975,-20.75362318840579
P127,Feline,15.0,GLU,mmol/L,5.2725,6.254295,0.981795,18.621052631578948
P128,Canine,15.0,GLU,mmol/L,4.107,5.155395,1.0483950000000002,25.52702702702703
P123,Canine,13.0,GLU,mmol/L,4.9395,5.904645,0.9651450000000006,19.53932584269664
P119,Canine,16.0,GLU,mmol/L,6.105,7.293255,1.1882549999999998,19.46363636363636
P126,Canine,8.0,GLU,mmol/L,4.329,5.195355,0.8663550000000004,20.01282051282052
P116,Canine,7.0,GLU,mmol/L,5.994,6.773775,0.7797749999999999,13.009259259259256
P125,Canine,6.0,GLU,mmol/L,5.994,7.233315,1.2393150000000004,20.67592592592593
P120,Canine,12.0,GLU,mmol/L,5.106,7.033515,1.9275150000000003,37.750000000000014
P129,Canine,10.0,GLU,mmol/L,7.326,7.303245,-0.0227549999999991,-0.3106060606060496
P130,Feline,10.0,GLU,mmol/L,10.767,12.65844,1.891440000000001,17.56701030927836
P131,Canine,3.0,GLU,mmol/L,5.3835,5.944605,0.5611050000000004,10.42268041237114
P117,Canine,4.0,GLU,mmol/L,6.216,6.114435,-0.1015649999999999,-1.6339285714285698
P118,Canine,2.0,GLU,mmol/L,6.216,6.763785,0.5477850000000002,8.812500000000002
P122,Canine,11.0,GLU,mmol/L,5.55,6.324225,0.7742250000000004,13.950000000000006
P122,Canine,11.0,GLU,mmol/L,4.995,5.654895,0.6598949999999997,13.211111111111103
P118,Canine,2.0,GLU,mmol/L,6.327,6.913635,0.5866350000000002,9.271929824561408
P118,Canine,2.0,GLU,mmol/L,5.883,6.643905,0.7609050000000002,12.933962264150948
P118,Canine,2.0,GLU,mmol/L,7.2705,8.78232,1.5118200000000002,20.793893129771
P129,Canine,10.0,GLU,mmol/L,7.437,5.385165,-2.0518350000000005,-27.58955223880597
P123,Canine,13.0,GLU,mmol/L,5.4945,6.154395,0.6598949999999997,12.010101010101003
P122,Canine,11.0,GLU,mmol/L,5.6055,5.395155,-0.2103450000000002,-3.7524752475247567
P132,Feline,9.0,GLU,mmol/L,6.549,7.582965,1.0339649999999994,15.788135593220328
P114,Feline,13.0,GLU,mmol/L,8.1585,8.89221,0.7337100000000003,8.99319727891157
P123,Canine,13.0,GLU,mmol/L,5.55,6.534015,0.9840150000000004,17.730000000000008
